index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,dup,cards
68,0,0,0,0,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,1610,0,0,0,Laborers,2.0,14.0,1.0,28.243835616438357,1,6
69,0,0,1,0,11.9671934355799,Working,Higher education,Married,House / apartment,2969,0,0,1,Medicine staff,2.0,59.0,2.0,42.36164383561644,1,4
70,1,0,1,0,11.302229124707774,Commercial associate,Higher education,Single / not married,House / apartment,1928,0,1,0,Laborers,1.0,39.0,2.0,27.052054794520547,1,8
71,1,1,0,2,12.218505042023168,Working,Secondary / secondary special,Married,House / apartment,3787,0,0,0,Laborers,4.0,54.0,2.0,43.57260273972603,1,12
72,0,0,0,0,12.768547200437467,Commercial associate,Higher education,Married,House / apartment,1081,0,1,0,Accountants,2.0,4.0,2.0,59.106849315068494,1,5
73,0,0,1,0,12.100723240921731,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,34.0,2.0,63.75068493150685,1,6
74,0,0,1,1,11.119912506051302,Working,Secondary / secondary special,Married,House / apartment,219,1,1,0,Sales staff,3.0,25.0,2.0,28.356164383561644,0,1
75,0,1,1,0,12.660334266993964,Commercial associate,Secondary / secondary special,Married,House / apartment,5500,0,0,1,Core staff,2.0,34.0,2.0,42.88493150684931,1,16
76,0,1,0,0,12.660334266993964,Commercial associate,Higher education,Married,House / apartment,586,1,1,0,Managers,2.0,15.0,2.0,37.14246575342466,1,10
77,0,0,0,0,11.813044872125642,Working,Higher education,Single / not married,House / apartment,520,0,0,0,Core staff,1.0,7.0,1.0,26.898630136986302,1,7
78,0,1,1,0,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,231,1,0,0,Sales staff,2.0,23.0,1.0,34.76712328767123,1,2
79,0,1,1,1,12.32386457003594,Working,Higher education,Separated,House / apartment,1672,0,0,0,Core staff,2.0,2.0,0.0,40.59178082191781,1,12
80,0,0,1,0,12.419173941766314,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,212,0,0,0,Laborers,2.0,2.0,1.0,48.93698630136986,1,9
81,1,1,1,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,962,0,0,1,Sales staff,2.0,0.0,0.0,28.257534246575343,1,2
82,0,1,1,0,12.283042945882695,Working,Higher education,Civil marriage,House / apartment,1423,0,0,1,Accountants,2.0,53.0,2.0,41.846575342465755,0,1
83,0,0,0,2,12.100723240921731,Working,Higher education,Married,House / apartment,1700,0,0,0,High skill tech staff,4.0,38.0,1.0,32.61643835616438,1,4
84,1,1,1,0,11.813044872125642,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,27.0,2.0,64.55616438356165,1,4
85,1,1,0,0,12.125415582512366,Working,Secondary / secondary special,Married,Municipal apartment,1215,0,0,0,Laborers,2.0,41.0,1.0,49.35068493150685,1,11
86,1,1,1,1,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,451,1,0,1,Drivers,3.0,45.0,2.0,34.441095890410956,1,8
87,0,0,1,0,12.506184645360484,Commercial associate,Secondary / secondary special,Widow,House / apartment,235,1,1,1,Core staff,1.0,56.0,2.0,36.35616438356164,1,5
88,0,1,1,0,12.793864865972417,Commercial associate,Secondary / secondary special,Married,House / apartment,5427,0,0,0,Managers,2.0,45.0,2.0,55.92328767123288,0,1
89,1,0,0,0,13.017007306181071,Commercial associate,Incomplete higher,Married,House / apartment,4145,1,1,0,Managers,2.0,59.0,2.0,39.63013698630137,1,5
90,0,0,1,0,10.714462212209277,State servant,Secondary / secondary special,Married,House / apartment,9404,1,0,0,Cleaning staff,2.0,30.0,2.0,55.342465753424655,1,2
91,0,1,1,0,12.218505042023168,Working,Secondary / secondary special,Married,House / apartment,2988,0,0,0,Private service staff,2.0,20.0,2.0,51.35342465753425,1,5
92,1,1,1,1,11.813044872125642,Commercial associate,Secondary / secondary special,Married,House / apartment,691,0,0,0,Laborers,3.0,5.0,2.0,33.397260273972606,1,2
93,0,0,1,0,12.218505042023168,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3629,0,0,0,High skill tech staff,1.0,22.0,1.0,52.2,1,4
94,0,0,1,0,12.100723240921731,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,26.0,2.0,65.12328767123287,1,15
95,1,0,1,0,11.285422424878567,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,0,Unemployed,2.0,14.0,2.0,44.057534246575344,1,3
96,1,0,1,0,13.017007306181071,Commercial associate,Secondary / secondary special,Married,House / apartment,2087,0,0,0,Security staff,2.0,56.0,2.0,64.86027397260274,1,9
97,1,1,1,0,11.9671934355799,Working,Secondary / secondary special,Civil marriage,House / apartment,1212,0,0,0,Drivers,2.0,46.0,2.0,25.67945205479452,1,3
98,1,1,1,0,13.017007306181071,Commercial associate,Higher education,Single / not married,House / apartment,588,0,0,1,Sales staff,1.0,5.0,2.0,29.69041095890411,1,9
99,0,0,0,0,12.506184645360484,State servant,Secondary / secondary special,Separated,House / apartment,12332,0,1,1,Medicine staff,1.0,35.0,2.0,53.04931506849315,1,10
100,0,0,1,0,11.813044872125642,Working,Higher education,Married,House / apartment,8491,0,0,0,Private service staff,2.0,9.0,2.0,60.58082191780822,1,4
101,0,0,1,0,11.302229124707774,Working,Secondary / secondary special,Married,House / apartment,3046,1,1,0,Managers,2.0,2.0,1.0,53.865753424657534,1,5
102,0,0,0,1,11.813044872125642,Commercial associate,Secondary / secondary special,Married,House / apartment,604,0,0,0,Managers,3.0,12.0,2.0,33.61369863013699,1,4
103,1,1,0,0,12.660334266993964,Working,Higher education,Married,House / apartment,3720,1,1,0,Managers,2.0,12.0,2.0,43.35616438356164,1,4
104,1,1,1,0,12.32386457003594,Commercial associate,Higher education,Single / not married,House / apartment,2537,0,1,0,Sales staff,1.0,7.0,0.0,43.81917808219178,1,5
105,1,1,1,0,11.813044872125642,Commercial associate,Secondary / secondary special,Married,House / apartment,2606,0,0,0,Laborers,2.0,5.0,2.0,27.353424657534248,1,5
106,0,0,0,1,11.407587171287714,Working,Secondary / secondary special,Married,House / apartment,1959,0,1,0,Sales staff,3.0,47.0,2.0,44.15890410958904,1,7
107,0,1,0,1,12.63134691686087,Working,Higher education,Married,House / apartment,1678,0,0,0,Sales staff,3.0,4.0,1.0,25.506849315068493,1,4
108,0,0,1,0,11.93820627218456,Working,Higher education,Single / not married,House / apartment,683,0,1,0,Core staff,1.0,22.0,2.0,29.484931506849314,1,9
109,0,0,1,0,11.744053058823512,Working,Secondary / secondary special,Married,House / apartment,2234,1,1,0,High skill tech staff,2.0,13.0,2.0,62.49589041095891,1,6
110,1,1,1,0,12.660334266993964,Commercial associate,Higher education,Married,House / apartment,164,0,0,0,Managers,2.0,57.0,2.0,35.1945205479452,1,3
111,1,1,1,1,12.32386457003594,Working,Secondary / secondary special,Married,House / apartment,2371,0,0,0,Drivers,3.0,44.0,2.0,44.31506849315068,1,3
112,0,0,0,0,12.173043127315871,Working,Secondary / secondary special,Single / not married,House / apartment,201,0,1,0,Laborers,1.0,4.0,2.0,48.83835616438356,0,1
113,0,0,1,2,11.407587171287714,Commercial associate,Secondary / secondary special,Married,House / apartment,1138,0,0,0,Cooking staff,4.0,36.0,1.0,47.62739726027397,1,3
114,1,1,1,2,11.813044872125642,Working,Higher education,Married,House / apartment,2944,0,0,1,Managers,4.0,43.0,2.0,31.682191780821917,1,4
115,0,0,0,0,11.302229124707774,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,49.0,2.0,57.31506849315068,0,1
116,0,1,1,1,12.854489160993227,Working,Secondary / secondary special,Married,House / apartment,2751,0,0,0,Managers,3.0,11.0,2.0,39.224657534246575,0,1
117,0,0,1,0,12.218505042023168,Commercial associate,Secondary / secondary special,Married,House / apartment,674,0,0,0,Sales staff,2.0,27.0,2.0,44.30958904109589,1,5
118,0,0,1,0,11.630726278246367,Working,Higher education,Married,House / apartment,5756,0,1,0,Sales staff,2.0,47.0,2.0,50.02465753424657,0,1
119,0,0,1,2,11.877582467350576,Working,Secondary / secondary special,Married,House / apartment,1854,1,1,0,Cooking staff,4.0,0.0,1.0,33.95342465753425,1,3
120,0,0,1,0,11.9671934355799,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,4.0,1.0,58.895890410958906,1,12
121,0,0,0,0,11.877582467350576,Working,Secondary / secondary special,Married,Municipal apartment,9988,1,1,0,Sales staff,2.0,35.0,2.0,45.59178082191781,1,9
122,0,1,1,2,12.554974456798782,State servant,Higher education,Married,House / apartment,4120,0,0,0,Core staff,4.0,39.0,2.0,35.347945205479455,1,5
123,0,0,1,0,12.218505042023168,Working,Secondary / secondary special,Married,House / apartment,6226,0,0,0,High skill tech staff,2.0,48.0,2.0,53.23561643835617,1,9
124,0,1,1,2,11.407587171287714,Commercial associate,Secondary / secondary special,Married,House / apartment,3357,0,0,0,Accountants,4.0,55.0,2.0,42.534246575342465,1,4
125,1,0,1,0,12.793864865972417,Commercial associate,Secondary / secondary special,Married,House / apartment,4039,0,0,0,Managers,2.0,42.0,2.0,34.2,1,13
126,0,1,0,1,12.075405717834519,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,4983,0,0,0,Laborers,2.0,45.0,2.0,32.07945205479452,1,5
127,1,1,1,1,12.793864865972417,Commercial associate,Higher education,Married,House / apartment,410,0,1,1,Laborers,3.0,30.0,2.0,45.30684931506849,1,4
128,0,0,1,1,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,5221,0,0,0,Laborers,3.0,38.0,1.0,37.64657534246575,1,7
129,1,0,0,1,12.660334266993964,Working,Secondary / secondary special,Married,House / apartment,1749,0,0,0,Laborers,3.0,11.0,2.0,48.04657534246575,1,2
130,0,0,1,0,12.601494151768897,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,3234,0,0,0,Laborers,1.0,1.0,0.0,42.51780821917808,1,35
131,0,1,0,0,12.218505042023168,Commercial associate,Secondary / secondary special,Civil marriage,With parents,5330,0,1,0,Sales staff,2.0,33.0,0.0,38.98082191780822,1,11
132,0,0,0,0,12.32386457003594,Commercial associate,Higher education,Married,House / apartment,429,1,1,0,Drivers,2.0,35.0,2.0,28.92876712328767,1,8
133,0,1,0,1,12.86618513995722,Working,Higher education,Married,House / apartment,2574,0,0,0,Managers,3.0,22.0,2.0,36.07671232876712,1,8
134,0,1,1,0,11.813044872125642,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,0,Unemployed,1.0,6.0,2.0,62.989041095890414,1,7
135,1,1,0,1,12.72932671520309,Commercial associate,Higher education,Separated,House / apartment,196,0,1,0,Managers,2.0,23.0,0.0,42.00821917808219,1,3
136,0,0,0,1,12.32386457003594,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,399,0,0,0,Accountants,3.0,29.0,2.0,34.63013698630137,1,4
137,0,1,1,1,12.32386457003594,Commercial associate,Secondary / secondary special,Married,House / apartment,3246,0,0,0,Sales staff,3.0,46.0,2.0,37.23561643835617,1,2
138,0,0,1,0,10.896776361897594,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,2.0,0.0,66.75890410958904,1,2
139,0,1,0,0,11.9671934355799,Commercial associate,Secondary / secondary special,Married,House / apartment,982,0,1,0,Waiters/barmen staff,2.0,39.0,2.0,37.23287671232877,1,6
140,1,1,1,1,12.100723240921731,Working,Higher education,Married,With parents,1680,1,0,0,Laborers,3.0,15.0,0.0,32.64931506849315,1,7
141,0,1,1,1,11.630726278246367,Commercial associate,Higher education,Civil marriage,House / apartment,3000,0,0,1,Core staff,3.0,12.0,2.0,28.90684931506849,1,11
142,1,1,1,0,12.793864865972417,Working,Higher education,Married,House / apartment,1934,0,1,0,Managers,2.0,11.0,2.0,61.52328767123288,0,1
143,0,1,1,0,12.454891740833517,Commercial associate,Secondary / secondary special,Married,House / apartment,1071,0,0,1,Core staff,2.0,45.0,2.0,37.865753424657534,1,8
144,0,1,0,0,12.100723240921731,Working,Secondary / secondary special,Married,House / apartment,1322,0,0,0,Sales staff,2.0,8.0,2.0,28.35890410958904,1,4
145,0,1,0,0,12.218505042023168,State servant,Secondary / secondary special,Married,House / apartment,11940,0,1,0,Medicine staff,2.0,7.0,2.0,53.69315068493151,1,7
146,0,0,0,0,12.419173941766314,Working,Higher education,Married,House / apartment,7400,1,1,0,Managers,2.0,6.0,1.0,38.728767123287675,1,9
147,0,0,1,0,11.9671934355799,Working,Higher education,Married,House / apartment,709,0,0,0,Sales staff,2.0,11.0,1.0,34.74246575342466,1,2
148,1,1,1,0,12.32386457003594,Working,Secondary / secondary special,Married,House / apartment,808,0,1,0,Laborers,2.0,26.0,2.0,39.71506849315068,1,5
149,0,0,1,2,11.630726278246367,Working,Secondary / secondary special,Married,House / apartment,2379,0,0,0,Laborers,4.0,49.0,1.0,35.54520547945206,1,11
150,0,1,0,1,11.9671934355799,Working,Higher education,Married,House / apartment,2828,0,0,0,Laborers,3.0,41.0,2.0,32.602739726027394,1,2
151,1,1,1,0,12.793864865972417,Commercial associate,Secondary / secondary special,Married,House / apartment,314,0,0,0,Drivers,2.0,33.0,2.0,42.038356164383565,1,3
152,0,1,1,0,12.793864865972417,Working,Secondary / secondary special,Separated,House / apartment,574,1,0,0,Medicine staff,1.0,35.0,2.0,29.03287671232877,1,3
153,1,1,1,0,12.100723240921731,Commercial associate,Secondary / secondary special,Married,House / apartment,3476,0,0,0,Drivers,2.0,32.0,1.0,49.24657534246575,1,9
154,0,0,0,0,12.075405717834519,Working,Secondary / secondary special,Married,House / apartment,10993,1,0,0,High skill tech staff,2.0,46.0,2.0,51.69315068493151,1,7
155,0,0,1,0,11.407587171287714,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,35.0,2.0,55.78630136986301,1,5
156,1,0,1,1,11.813044872125642,Working,Secondary / secondary special,Separated,House / apartment,880,0,0,0,Laborers,2.0,38.0,2.0,45.83013698630137,1,3
157,1,0,1,2,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,1447,0,0,0,Sales staff,4.0,44.0,2.0,27.635616438356163,1,6
158,1,0,1,1,12.218505042023168,State servant,Higher education,Married,House / apartment,2355,0,0,0,Core staff,3.0,39.0,2.0,29.46849315068493,1,6
159,0,0,1,0,11.93820627218456,Pensioner,Higher education,Married,House / apartment,0,0,1,0,Unemployed,2.0,51.0,1.0,59.9972602739726,1,10
160,0,1,1,1,11.184449175390174,Working,Secondary / secondary special,Married,House / apartment,1266,0,0,0,Sales staff,3.0,11.0,2.0,46.94794520547945,1,4
161,1,1,1,2,12.793864865972417,Working,Secondary / secondary special,Married,House / apartment,839,0,1,0,Managers,4.0,33.0,0.0,36.89041095890411,1,3
162,0,0,0,1,13.199328122237302,Working,Secondary / secondary special,Separated,House / apartment,2045,1,0,0,Managers,2.0,60.0,2.0,44.95616438356164,1,3
163,0,0,1,0,11.952804882160413,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,24.0,2.0,60.394520547945206,1,5
164,1,1,1,0,12.149512875996372,Working,Secondary / secondary special,Married,House / apartment,829,0,0,1,Security staff,2.0,3.0,1.0,57.02739726027397,0,1
165,0,0,1,0,11.845834217058348,State servant,Higher education,Married,House / apartment,895,1,1,0,Core staff,2.0,4.0,1.0,57.58082191780822,1,2
166,0,0,1,0,13.112317081946705,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,1,0,Unemployed,1.0,15.0,2.0,59.16712328767123,1,3
167,1,1,0,0,13.036809846331664,Commercial associate,Secondary / secondary special,Married,House / apartment,119,1,1,0,Drivers,2.0,14.0,2.0,43.78082191780822,1,5
168,0,0,0,0,11.9671934355799,Working,Secondary / secondary special,Married,House / apartment,9870,1,1,0,Laborers,2.0,21.0,1.0,53.97808219178082,1,9
169,0,0,1,1,12.32386457003594,Working,Secondary / secondary special,Separated,House / apartment,3792,0,0,0,Laborers,2.0,3.0,1.0,38.56712328767123,1,8
170,1,1,1,1,13.017007306181071,Commercial associate,Secondary / secondary special,Married,House / apartment,678,0,1,1,Core staff,3.0,60.0,2.0,49.78904109589041,1,9
171,0,0,0,0,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,869,0,0,0,Private service staff,2.0,2.0,0.0,42.463013698630135,1,5
172,1,0,1,1,11.813044872125642,Working,Secondary / secondary special,Married,House / apartment,8091,0,0,0,Laborers,3.0,49.0,1.0,43.320547945205476,1,2
173,0,0,1,0,12.149512875996372,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,0,Unemployed,2.0,19.0,0.0,63.24931506849315,1,3
174,0,0,1,0,12.32386457003594,Commercial associate,Higher education,Married,House / apartment,1040,0,0,1,Sales staff,2.0,15.0,2.0,29.465753424657535,1,2
